,0
75770,no
75771,right
75772,left
75773,right
75774,stop
75775,right
75776,off
75777,left
75778,off
75779,stop
75780,off
75781,no
75782,down
75783,right
75784,on
75785,left
75786,up
75787,down
75788,stop
75789,down
75790,up
75791,up
75792,yes
75793,stop
75794,up
75795,right
75796,off
75797,stop
75798,off
75799,on
75800,down
75801,yes
75802,go
75803,no
75804,stop
75805,up
75806,right
75807,right
75808,yes
75809,off
75810,up
75811,stop
75812,down
75813,no
75814,right
75815,stop
75816,on
75817,right
75818,yes
75819,go
75820,up
75821,right
75822,off
75823,down
75824,right
75825,stop
75826,no
75827,right
75828,on
75829,stop
75830,left
75831,stop
75832,down
75833,left
75834,no
75835,up
75836,left
75837,stop
75838,yes
75839,go
75840,no
75841,left
75842,right
75843,down
75844,off
75845,on
75846,stop
75847,on
75848,no
75849,up
75850,yes
75851,off
75852,off
75853,stop
75854,yes
75855,go
75856,yes
75857,stop
75858,down
75859,off
75860,left
75861,left
75862,on
75863,right
75864,off
75865,no
75866,on
75867,down
75868,yes
75869,up
75870,down
75871,left
75872,down
75873,no
75874,left
75875,down
75876,go
75877,up
75878,right
75879,yes
75880,right
75881,stop
75882,on
75883,right
75884,right
75885,stop
75886,yes
75887,on
75888,off
75889,stop
75890,yes
75891,stop
75892,off
75893,right
75894,yes
75895,down
75896,stop
75897,yes
75898,stop
75899,up
75900,on
75901,yes
75902,left
75903,stop
75904,down
75905,stop
75906,go
75907,go
75908,right
75909,no
75910,left
75911,right
75912,up
75913,go
75914,on
75915,stop
75916,right
75917,stop
75918,yes
75919,up
75920,go
75921,stop
75922,up
75923,up
75924,right
75925,stop
75926,go
75927,go
75928,go
75929,left
75930,stop
75931,left
75932,stop
75933,stop
75934,up
75935,stop
75936,no
75937,no
75938,yes
75939,up
75940,up
75941,off
75942,on
75943,down
75944,on
75945,go
75946,right
75947,stop
75948,up
75949,right
75950,right
75951,left
75952,down
75953,right
75954,stop
75955,left
75956,up
75957,on
75958,up
75959,on
75960,go
75961,off
75962,off
75963,up
75964,stop
75965,yes
75966,down
75967,up
75968,right
75969,no
75970,yes
75971,left
75972,off
75973,down
75974,right
75975,no
75976,right
75977,no
75978,up
75979,on
75980,up
75981,left
75982,stop
75983,no
75984,stop
75985,no
75986,down
75987,right
75988,left
75989,right
75990,left
75991,on
75992,on
75993,stop
75994,left
75995,off
75996,up
75997,no
75998,up
75999,go
76000,up
76001,off
76002,yes
76003,right
76004,right
76005,stop
76006,on
76007,up
76008,up
76009,right
76010,off
76011,up
76012,up
76013,up
76014,off
76015,up
76016,no
76017,go
76018,up
76019,left
76020,right
76021,go
76022,go
76023,yes
76024,right
76025,on
76026,go
76027,up
76028,left
76029,on
76030,right
76031,down
76032,go
76033,stop
76034,right
76035,right
76036,stop
76037,off
76038,up
76039,yes
76040,go
76041,on
76042,no
76043,down
76044,left
76045,right
76046,up
76047,yes
76048,on
76049,yes
76050,right
76051,right
76052,go
76053,on
76054,on
76055,on
76056,on
76057,go
76058,go
76059,yes
76060,stop
76061,on
76062,go
76063,go
76064,right
76065,up
76066,go
76067,left
76068,on
76069,down
76070,up
76071,down
76072,go
76073,go
76074,go
76075,left
76076,yes
76077,left
76078,up
76079,off
76080,left
76081,off
76082,stop
76083,yes
76084,up
76085,go
76086,on
76087,right
76088,left
76089,stop
76090,go
76091,go
76092,on
76093,go
76094,up
76095,up
76096,right
76097,on
76098,go
76099,yes
76100,right
76101,right
76102,left
76103,on
76104,stop
76105,on
76106,stop
76107,right
76108,right
76109,stop
76110,left
76111,on
76112,go
76113,stop
76114,on
76115,on
76116,up
76117,no
76118,right
76119,go
76120,go
76121,on
76122,up
76123,up
76124,stop
76125,on
76126,on
76127,off
76128,left
76129,yes
76130,down
76131,yes
76132,right
76133,go
76134,on
76135,yes
76136,up
76137,stop
76138,no
76139,off
76140,up
76141,right
76142,right
76143,down
76144,yes
76145,off
76146,go
76147,up
76148,go
76149,no
76150,down
76151,right
76152,up
76153,off
76154,left
76155,up
76156,yes
76157,yes
76158,down
76159,right
76160,left
76161,stop
76162,left
76163,on
76164,on
76165,down
76166,go
76167,right
76168,off
76169,no
76170,stop
76171,on
76172,yes
76173,right
76174,go
76175,off
76176,up
76177,left
76178,yes
76179,go
76180,right
76181,yes
76182,stop
76183,stop
76184,on
76185,no
76186,on
76187,down
76188,off
76189,right
76190,no
76191,no
76192,right
76193,left
76194,off
76195,up
76196,go
76197,go
76198,right
76199,off
76200,up
76201,right
76202,on
76203,left
76204,stop
76205,up
76206,no
76207,stop
76208,on
76209,left
76210,stop
76211,yes
76212,on
76213,down
76214,no
76215,stop
76216,off
76217,right
76218,left
76219,on
76220,yes
76221,down
76222,off
76223,right
76224,go
76225,no
76226,no
76227,right
76228,right
76229,stop
76230,left
76231,down
76232,right
76233,left
76234,on
76235,up
76236,stop
76237,up
76238,on
76239,stop
76240,yes
76241,no
76242,go
76243,up
76244,up
76245,right
76246,up
76247,no
76248,left
76249,go
76250,no
76251,go
76252,right
76253,right
76254,yes
76255,up
76256,right
76257,on
76258,on
76259,yes
76260,left
76261,on
76262,up
76263,down
76264,no
76265,on
76266,off
76267,up
76268,stop
76269,left
76270,right
76271,go
76272,stop
76273,down
76274,down
76275,down
76276,on
76277,on
76278,right
76279,left
76280,yes
76281,left
76282,up
76283,stop
76284,on
76285,on
76286,left
76287,right
76288,left
76289,go
76290,go
76291,up
76292,on
76293,up
76294,on
76295,yes
76296,no
76297,no
76298,down
76299,on
76300,go
76301,left
76302,no
76303,down
76304,yes
76305,right
76306,stop
76307,yes
76308,right
76309,right
76310,on
76311,right
76312,go
76313,yes
76314,on
76315,left
76316,on
76317,yes
76318,up
76319,on
76320,yes
76321,go
76322,right
76323,stop
76324,yes
76325,up
76326,no
76327,stop
76328,off
76329,yes
76330,right
76331,left
76332,on
76333,right
76334,up
76335,stop
76336,stop
76337,right
76338,right
76339,yes
76340,up
76341,go
76342,yes
76343,go
76344,off
76345,stop
76346,go
76347,right
76348,up
76349,yes
76350,up
76351,stop
76352,yes
76353,up
76354,no
76355,yes
76356,up
76357,left
76358,stop
76359,right
76360,on
76361,no
76362,on
76363,up
76364,right
76365,up
76366,go
76367,right
76368,go
76369,right
76370,stop
76371,stop
76372,on
76373,no
76374,up
76375,go
76376,left
76377,on
76378,go
76379,up
76380,down
76381,on
76382,yes
76383,down
76384,up
76385,left
76386,stop
76387,off
76388,stop
76389,left
76390,yes
76391,on
76392,no
76393,off
76394,yes
76395,up
76396,on
76397,up
76398,go
76399,down
76400,go
76401,right
76402,go
76403,on
76404,stop
76405,off
76406,left
76407,up
76408,go
76409,on
76410,right
76411,no
76412,off
76413,on
76414,up
76415,right
76416,go
76417,up
76418,right
76419,left
76420,no
76421,yes
76422,on
76423,right
76424,up
76425,down
76426,right
76427,stop
76428,yes
76429,off
76430,right
76431,right
76432,go
76433,right
76434,no
76435,down
76436,on
76437,on
76438,right
76439,on
76440,on
76441,up
76442,off
76443,stop
76444,off
76445,up
76446,right
76447,go
76448,go
76449,go
76450,go
76451,right
76452,go
76453,stop
76454,left
76455,right
76456,left
76457,yes
76458,up
76459,up
76460,up
76461,on
76462,stop
76463,no
76464,up
76465,left
76466,left
76467,stop
76468,up
76469,down
76470,yes
76471,up
76472,down
76473,left
76474,down
76475,yes
76476,on
76477,right
76478,right
76479,go
76480,stop
76481,go
76482,right
76483,go
76484,right
76485,no
76486,on
76487,go
76488,on
76489,yes
76490,up
76491,go
76492,go
76493,right
76494,stop
76495,right
76496,right
76497,yes
76498,off
76499,yes
76500,down
76501,go
76502,no
76503,right
76504,left
76505,on
76506,up
76507,left
76508,left
76509,stop
76510,right
76511,up
76512,off
76513,up
76514,no
76515,go
76516,go
76517,right
76518,up
76519,right
76520,right
76521,yes
76522,yes
76523,down
76524,off
76525,right
76526,right
76527,yes
76528,go
76529,stop
76530,left
76531,yes
76532,down
76533,left
76534,stop
76535,on
76536,stop
76537,stop
76538,yes
76539,stop
76540,on
76541,go
76542,go
76543,on
76544,stop
76545,down
76546,go
76547,up
76548,no
76549,yes
76550,right
76551,go
76552,stop
76553,stop
76554,up
76555,stop
76556,stop
76557,stop
76558,yes
76559,go
76560,right
76561,up
76562,yes
76563,on
76564,go
76565,right
76566,down
76567,on
76568,on
76569,left
76570,yes
76571,up
76572,go
76573,stop
76574,right
76575,right
76576,off
76577,stop
76578,up
76579,stop
76580,yes
76581,left
76582,up
76583,down
76584,left
76585,yes
76586,yes
76587,down
76588,on
76589,stop
76590,off
76591,go
76592,up
76593,up
76594,on
76595,on
76596,no
76597,off
76598,down
76599,right
76600,stop
76601,on
76602,on
76603,up
76604,left
76605,stop
76606,on
76607,yes
76608,on
76609,on
76610,right
76611,right
76612,stop
76613,on
76614,stop
76615,on
76616,right
76617,down
76618,left
76619,yes
76620,right
76621,stop
76622,right
76623,off
76624,go
76625,go
76626,right
76627,stop
76628,yes
76629,on
76630,down
76631,left
76632,stop
76633,down
76634,off
76635,yes
76636,right
76637,up
76638,stop
76639,left
76640,yes
76641,yes
76642,left
76643,yes
76644,go
76645,go
76646,stop
76647,on
76648,right
76649,down
76650,on
76651,stop
76652,go
76653,go
76654,up
76655,stop
76656,off
76657,go
76658,yes
76659,yes
76660,on
76661,up
76662,on
76663,right
76664,on
76665,up
76666,no
76667,down
76668,up
76669,left
76670,down
76671,go
76672,go
76673,up
76674,right
76675,left
76676,left
76677,go
76678,right
76679,left
76680,off
76681,up
76682,no
76683,right
76684,on
76685,right
76686,right
76687,down
76688,right
76689,yes
76690,right
76691,on
76692,off
76693,left
76694,right
76695,left
76696,on
76697,go
76698,stop
76699,go
76700,left
76701,up
76702,off
76703,up
76704,go
76705,go
76706,yes
76707,stop
76708,left
76709,no
76710,stop
76711,stop
76712,go
76713,left
76714,yes
76715,go
76716,on
76717,left
76718,off
76719,up
76720,on
76721,no
76722,go
76723,no
76724,off
76725,on
76726,on
76727,go
76728,up
76729,up
76730,on
76731,no
76732,no
76733,go
76734,go
76735,left
76736,yes
76737,left
76738,stop
76739,left
76740,up
76741,on
76742,on
76743,go
76744,right
76745,right
76746,go
76747,left
76748,on
76749,right
76750,yes
76751,left
76752,off
76753,right
76754,stop
76755,go
76756,down
76757,yes
76758,stop
76759,go
76760,no
76761,stop
76762,right
76763,down
76764,left
76765,on
76766,left
76767,on
76768,go
76769,off
76770,left
76771,yes
76772,yes
76773,yes
76774,go
76775,stop
76776,off
76777,off
76778,no
76779,up
76780,stop
76781,down
76782,yes
76783,off
76784,yes
76785,yes
76786,up
76787,down
76788,yes
76789,on
76790,no
76791,yes
76792,right
76793,yes
76794,right
76795,stop
76796,no
76797,on
76798,go
76799,stop
76800,stop
76801,stop
76802,on
76803,up
76804,stop
76805,no
76806,right
76807,right
76808,yes
76809,on
76810,down
76811,no
76812,stop
76813,right
76814,right
76815,left
76816,off
76817,right
76818,up
76819,right
76820,off
76821,go
76822,yes
76823,up
76824,stop
76825,left
76826,down
76827,stop
76828,up
76829,left
76830,on
76831,no
76832,off
76833,right
76834,yes
76835,on
76836,stop
76837,left
76838,yes
76839,go
76840,yes
76841,left
76842,off
76843,stop
76844,yes
76845,stop
76846,right
76847,right
76848,right
76849,yes
76850,up
76851,right
76852,off
76853,left
76854,right
76855,up
76856,left
76857,right
76858,stop
76859,on
76860,up
76861,off
76862,stop
76863,no
76864,on
76865,go
76866,right
76867,down
76868,yes
76869,go
76870,off
76871,right
76872,up
76873,yes
76874,yes
76875,stop
76876,go
76877,stop
76878,up
76879,stop
76880,on
76881,down
76882,up
76883,up
76884,on
76885,yes
76886,go
76887,on
76888,right
76889,no
76890,yes
76891,go
76892,no
76893,right
76894,no
76895,no
76896,stop
76897,go
76898,right
76899,up
76900,on
76901,yes
76902,yes
76903,right
76904,go
76905,stop
76906,on
76907,on
76908,left
76909,right
76910,stop
76911,right
76912,stop
76913,on
76914,up
76915,go
76916,yes
76917,no
76918,stop
76919,off
76920,go
76921,no
76922,off
76923,stop
76924,right
76925,go
76926,up
76927,yes
76928,stop
76929,down
76930,stop
76931,left
76932,left
76933,go
76934,up
76935,left
76936,left
76937,stop
76938,left
76939,on
76940,no
76941,left
76942,left
76943,yes
76944,yes
76945,stop
76946,up
76947,right
76948,stop
76949,left
76950,go
76951,stop
76952,stop
76953,yes
76954,no
76955,stop
76956,go
76957,down
76958,go
76959,go
76960,off
76961,go
76962,stop
76963,right
76964,off
76965,off
76966,stop
76967,yes
76968,up
76969,stop
76970,on
76971,up
76972,down
76973,yes
76974,up
76975,on
76976,up
76977,go
76978,up
76979,stop
76980,stop
76981,right
76982,on
76983,up
76984,right
76985,yes
76986,left
76987,no
76988,go
76989,off
76990,on
76991,left
76992,right
76993,stop
76994,yes
76995,left
76996,no
76997,no
76998,right
76999,go
77000,off
77001,stop
77002,left
77003,yes
77004,right
77005,stop
77006,no
77007,yes
77008,stop
77009,stop
77010,on
77011,on
77012,right
77013,on
77014,on
77015,up
77016,left
77017,left
77018,down
77019,right
77020,yes
77021,off
77022,go
77023,up
77024,right
77025,on
77026,on
77027,right
77028,yes
77029,left
77030,no
77031,left
77032,left
77033,yes
77034,stop
77035,right
77036,stop
77037,left
77038,right
77039,go
77040,go
77041,up
77042,stop
77043,on
77044,off
77045,on
77046,left
77047,go
77048,up
77049,no
77050,left
77051,left
77052,down
77053,right
77054,yes
77055,stop
77056,on
77057,stop
77058,go
77059,go
77060,right
77061,yes
77062,stop
77063,yes
77064,up
77065,on
77066,stop
77067,stop
77068,on
77069,no
77070,down
77071,up
77072,right
77073,yes
77074,off
77075,yes
77076,yes
77077,yes
77078,on
77079,left
77080,go
77081,on
77082,go
77083,left
77084,no
77085,on
77086,right
77087,no
77088,go
77089,up
77090,on
77091,left
77092,left
77093,stop
77094,left
77095,no
77096,yes
77097,no
77098,up
77099,down
77100,yes
77101,go
77102,yes
77103,down
77104,go
77105,stop
77106,yes
77107,go
77108,yes
77109,stop
77110,yes
77111,yes
77112,off
77113,on
77114,on
77115,down
77116,yes
77117,left
77118,go
77119,stop
77120,go
77121,off
77122,yes
77123,go
77124,right
77125,off
77126,no
77127,yes
77128,up
77129,left
77130,on
77131,up
77132,right
77133,down
77134,down
77135,right
77136,on
77137,on
77138,down
77139,go
77140,yes
77141,right
77142,yes
77143,off
77144,yes
77145,off
77146,left
77147,left
77148,on
77149,yes
77150,stop
77151,no
77152,off
77153,right
77154,down
77155,right
77156,right
77157,up
77158,up
77159,up
77160,right
77161,stop
77162,go
77163,yes
77164,off
77165,no
77166,right
77167,yes
77168,no
77169,right
77170,on
77171,off
77172,right
77173,go
77174,down
77175,go
77176,on
77177,off
77178,right
77179,down
77180,stop
77181,yes
77182,right
77183,stop
77184,right
77185,on
77186,on
77187,yes
77188,no
77189,right
77190,up
77191,right
77192,no
77193,go
77194,off
77195,yes
77196,up
77197,up
77198,on
77199,up
77200,up
77201,go
77202,up
77203,down
77204,on
77205,right
77206,right
77207,left
77208,yes
77209,go
77210,right
77211,go
77212,down
77213,yes
77214,stop
77215,left
77216,off
77217,right
77218,right
77219,on
77220,right
77221,left
77222,up
77223,yes
77224,yes
77225,on
77226,stop
77227,right
77228,left
77229,up
77230,right
77231,left
77232,left
77233,left
77234,off
77235,down
77236,off
77237,up
77238,on
77239,on
77240,stop
77241,no
77242,on
77243,off
77244,yes
77245,yes
77246,left
77247,down
77248,no
77249,no
77250,stop
77251,down
77252,go
77253,no
77254,up
77255,yes
77256,stop
77257,go
77258,right
77259,left
77260,no
77261,stop
77262,stop
77263,right
77264,on
77265,on
77266,right
77267,on
77268,left
77269,yes
77270,up
77271,off
77272,right
77273,on
77274,no
77275,go
77276,go
77277,go
77278,go
77279,up
77280,off
77281,stop
77282,stop
77283,up
77284,yes
77285,stop
77286,on
77287,no
77288,up
77289,stop
77290,on
77291,stop
77292,down
77293,go
77294,left
77295,left
77296,stop
77297,left
77298,stop
77299,yes
77300,no
77301,right
77302,yes
77303,on
77304,yes
77305,on
77306,yes
77307,stop
77308,off
77309,stop
77310,up
77311,no
77312,right
77313,on
77314,up
77315,off
77316,left
77317,right
77318,right
77319,right
77320,go
77321,stop
77322,on
77323,on
77324,no
77325,stop
77326,up
77327,right
77328,right
77329,on
77330,go
77331,yes
77332,right
77333,up
77334,stop
77335,off
77336,right
77337,left
77338,no
77339,yes
77340,on
77341,go
77342,left
77343,yes
77344,off
77345,right
77346,on
77347,off
77348,up
77349,stop
77350,right
77351,on
77352,up
77353,off
77354,left
77355,yes
77356,go
77357,stop
77358,go
77359,go
77360,stop
77361,stop
77362,down
77363,on
77364,off
77365,stop
77366,go
77367,up
77368,stop
77369,down
77370,down
77371,right
77372,go
77373,right
77374,up
77375,left
77376,up
77377,up
77378,right
77379,go
77380,left
77381,on
77382,stop
77383,on
77384,right
77385,left
77386,up
77387,yes
77388,no
77389,up
77390,stop
77391,right
77392,on
77393,yes
77394,on
77395,yes
77396,on
77397,yes
77398,down
77399,right
77400,down
77401,stop
77402,stop
77403,right
77404,down
77405,off
77406,yes
77407,go
77408,up
77409,stop
77410,down
77411,left
77412,stop
77413,no
77414,right
77415,right
77416,up
77417,yes
77418,yes
77419,stop
77420,right
77421,down
77422,down
77423,go
77424,stop
77425,right
77426,yes
77427,down
77428,go
77429,right
77430,go
77431,go
77432,on
77433,up
77434,left
77435,stop
77436,left
77437,go
77438,go
77439,right
77440,right
77441,left
77442,yes
77443,no
77444,yes
77445,left
77446,off
77447,go
77448,on
77449,right
77450,go
77451,yes
77452,on
77453,no
77454,on
77455,up
77456,up
77457,up
77458,right
77459,no
77460,up
77461,go
77462,no
77463,up
77464,no
77465,yes
77466,stop
77467,right
77468,stop
77469,go
77470,go
77471,right
77472,up
77473,on
77474,right
77475,on
77476,yes
77477,down
77478,yes
77479,up
77480,right
77481,on
77482,up
77483,right
77484,yes
77485,right
77486,up
77487,down
77488,left
77489,up
77490,yes
77491,stop
77492,right
77493,right
77494,yes
77495,no
77496,no
77497,left
77498,yes
77499,down
77500,up
77501,go
77502,go
77503,right
77504,stop
77505,yes
77506,on
77507,yes
77508,left
77509,on
77510,off
77511,yes
77512,right
77513,stop
77514,up
77515,yes
77516,up
77517,on
77518,off
77519,left
77520,off
77521,stop
77522,off
77523,stop
77524,up
77525,on
77526,right
77527,go
77528,yes
77529,no
77530,down
77531,left
77532,no
77533,left
77534,off
77535,go
77536,up
77537,left
77538,down
77539,yes
77540,left
77541,right
77542,right
77543,on
77544,left
77545,stop
77546,right
77547,on
77548,off
77549,down
77550,no
77551,yes
77552,up
77553,up
77554,go
77555,left
77556,up
77557,go
77558,go
77559,off
77560,off
77561,yes
77562,off
77563,stop
77564,go
77565,go
77566,no
77567,go
77568,on
77569,off
77570,no
77571,up
77572,go
77573,no
77574,yes
77575,go
77576,yes
77577,stop
77578,stop
77579,stop
77580,right
77581,go
77582,yes
77583,up
77584,right
77585,down
77586,go
77587,yes
77588,up
77589,stop
77590,on
77591,yes
77592,yes
77593,stop
77594,left
77595,up
77596,on
77597,down
77598,stop
77599,left
77600,down
77601,go
77602,off
77603,stop
77604,yes
77605,stop
77606,right
77607,stop
77608,yes
77609,stop
77610,right
77611,stop
77612,no
77613,right
77614,on
77615,right
77616,yes
77617,no
77618,right
77619,up
77620,no
77621,no
77622,stop
77623,stop
77624,go
77625,up
77626,up
77627,off
77628,right
77629,on
77630,off
77631,right
77632,down
77633,go
77634,right
77635,on
77636,right
77637,stop
77638,left
77639,left
77640,left
77641,left
77642,right
77643,right
77644,right
77645,no
77646,up
77647,right
77648,off
77649,left
77650,right
77651,down
77652,go
77653,right
77654,down
77655,go
77656,on
77657,go
77658,up
77659,up
77660,up
77661,no
77662,left
77663,yes
77664,left
77665,up
77666,stop
77667,yes
77668,down
77669,stop
77670,go
77671,down
77672,go
77673,yes
77674,up
77675,go
77676,stop
77677,on
77678,on
77679,down
77680,yes
77681,left
77682,stop
77683,up
77684,go
77685,left
77686,stop
77687,stop
77688,right
77689,left
77690,off
77691,stop
77692,right
77693,on
77694,right
77695,off
77696,down
77697,left
77698,go
77699,off
77700,off
77701,yes
77702,go
77703,on
77704,no
77705,right
77706,no
77707,stop
77708,yes
77709,yes
77710,stop
77711,no
77712,stop
77713,down
77714,yes
77715,right
77716,up
77717,right
77718,up
77719,go
77720,down
77721,off
77722,stop
77723,no
77724,yes
77725,stop
77726,left
77727,no
77728,no
77729,stop
77730,go
77731,right
77732,stop
77733,no
77734,right
77735,on
77736,stop
77737,left
77738,no
77739,left
77740,go
77741,off
77742,down
77743,stop
77744,go
77745,no
77746,no
77747,up
77748,off
77749,right
77750,right
77751,right
77752,down
77753,on
77754,stop
77755,right
77756,right
77757,right
77758,no
77759,stop
77760,stop
77761,yes
77762,on
77763,up
77764,down
77765,off
77766,on
77767,go
77768,stop
77769,off
77770,go
77771,off
77772,up
77773,yes
77774,on
77775,yes
77776,stop
77777,yes
77778,on
77779,up
77780,yes
77781,right
77782,right
77783,up
77784,on
77785,stop
77786,stop
77787,left
77788,go
77789,go
77790,off
77791,off
77792,go
77793,stop
77794,off
77795,on
77796,right
77797,on
77798,yes
77799,on
77800,stop
77801,right
77802,stop
77803,yes
77804,left
77805,stop
77806,off
77807,go
77808,left
77809,yes
77810,right
77811,left
77812,no
77813,go
77814,stop
77815,left
77816,left
77817,on
77818,down
77819,right
77820,down
77821,stop
77822,left
77823,go
77824,yes
77825,stop
77826,on
77827,right
77828,stop
77829,on
77830,yes
77831,on
77832,right
77833,yes
77834,up
77835,off
77836,down
77837,go
77838,right
77839,up
77840,right
77841,right
77842,stop
77843,right
77844,on
77845,stop
77846,up
77847,stop
77848,right
77849,no
77850,on
77851,stop
77852,go
77853,stop
77854,go
77855,stop
77856,stop
77857,on
77858,yes
77859,no
77860,up
77861,yes
77862,off
77863,left
77864,yes
77865,go
77866,right
77867,on
77868,on
77869,no
77870,down
77871,off
77872,no
77873,right
77874,yes
77875,up
77876,stop
77877,stop
77878,go
77879,no
77880,stop
77881,yes
77882,stop
77883,right
77884,yes
77885,right
77886,yes
77887,right
77888,no
77889,up
77890,down
77891,no
77892,on
77893,up
77894,down
77895,up
77896,left
77897,stop
77898,go
77899,up
77900,stop
77901,up
77902,right
77903,right
77904,down
77905,up
77906,on
77907,go
77908,left
77909,on
77910,on
77911,right
77912,yes
77913,go
77914,off
77915,on
77916,go
77917,stop
77918,left
77919,go
77920,stop
77921,up
77922,yes
77923,yes
77924,up
77925,on
77926,left
77927,yes
77928,no
77929,stop
77930,right
77931,up
77932,go
77933,right
77934,left
77935,up
77936,left
77937,right
77938,stop
77939,right
77940,yes
77941,go
77942,yes
77943,right
77944,up
77945,go
77946,go
77947,no
77948,up
77949,down
77950,yes
77951,up
77952,yes
77953,on
77954,stop
77955,go
77956,right
77957,on
77958,stop
77959,go
77960,down
77961,down
77962,stop
77963,on
77964,left
77965,on
77966,up
77967,stop
77968,up
77969,stop
77970,right
77971,yes
77972,left
77973,up
77974,right
77975,up
77976,right
77977,left
77978,up
77979,stop
77980,on
77981,right
77982,up
77983,stop
77984,yes
77985,go
77986,left
77987,no
77988,on
77989,stop
77990,yes
77991,up
77992,stop
77993,down
77994,right
77995,off
77996,right
77997,yes
77998,right
77999,go
78000,right
78001,yes
78002,yes
78003,up
78004,stop
78005,left
78006,stop
78007,on
78008,right
78009,yes
78010,right
78011,go
78012,up
78013,yes
78014,stop
78015,stop
78016,left
78017,up
78018,right
78019,stop
78020,go
78021,off
78022,stop
78023,right
78024,yes
78025,right
78026,yes
78027,right
78028,go
78029,yes
78030,on
78031,right
78032,on
78033,down
78034,left
78035,on
78036,yes
78037,on
78038,stop
78039,no
78040,on
78041,right
78042,yes
78043,yes
78044,yes
78045,go
78046,right
78047,no
78048,no
78049,go
78050,right
78051,stop
78052,down
78053,no
78054,up
78055,go
78056,up
78057,stop
78058,on
78059,go
78060,go
78061,yes
78062,left
78063,left
78064,left
78065,on
78066,on
78067,yes
78068,no
78069,off
78070,right
78071,stop
78072,up
78073,up
78074,go
78075,go
78076,yes
78077,yes
78078,stop
78079,stop
78080,stop
78081,yes
78082,right
78083,up
78084,stop
78085,on
78086,on
78087,right
78088,stop
78089,go
78090,on
78091,right
78092,go
78093,no
78094,go
78095,right
78096,yes
78097,off
78098,stop
78099,left
78100,go
78101,go
78102,left
78103,down
78104,down
78105,up
78106,stop
78107,up
78108,yes
78109,down
78110,on
78111,go
78112,no
78113,go
78114,go
78115,right
78116,down
78117,down
78118,on
78119,yes
78120,off
78121,no
78122,right
78123,on
78124,stop
78125,down
78126,down
78127,up
78128,down
78129,go
78130,right
78131,go
78132,right
78133,go
78134,left
78135,left
78136,go
78137,right
78138,yes
78139,on
78140,go
78141,yes
78142,yes
78143,off
78144,right
78145,yes
78146,yes
78147,no
78148,up
78149,stop
78150,go
78151,on
78152,up
78153,left
78154,on
78155,yes
78156,down
78157,left
78158,left
78159,off
78160,no
78161,on
78162,go
78163,right
78164,stop
78165,up
78166,off
78167,right
78168,left
78169,up
78170,no
78171,no
78172,down
78173,left
78174,up
78175,yes
78176,go
78177,up
78178,off
78179,yes
78180,right
78181,up
78182,no
78183,right
78184,yes
78185,right
78186,down
78187,left
78188,right
78189,off
78190,left
78191,off
78192,up
78193,go
78194,off
78195,go
78196,on
78197,left
78198,left
78199,on
78200,down
78201,right
78202,off
78203,stop
78204,go
78205,go
78206,yes
78207,stop
78208,up
78209,down
78210,down
78211,yes
78212,up
78213,off
78214,up
78215,no
78216,up
78217,go
78218,on
78219,go
78220,up
78221,up
78222,off
78223,on
78224,right
78225,up
78226,stop
78227,no
78228,stop
78229,right
78230,go
78231,up
78232,go
78233,on
78234,right
78235,stop
78236,no
78237,right
78238,on
78239,right
78240,stop
78241,off
78242,on
78243,stop
78244,left
78245,no
78246,off
78247,go
78248,go
78249,left
78250,on
78251,down
78252,off
78253,go
78254,on
78255,up
78256,off
78257,left
78258,off
78259,right
78260,up
78261,stop
78262,stop
78263,stop
78264,yes
78265,left
78266,off
78267,on
78268,right
78269,go
78270,go
78271,stop
78272,on
78273,left
78274,stop
78275,go
78276,stop
78277,go
78278,go
78279,stop
78280,stop
78281,stop
78282,on
78283,go
78284,right
78285,stop
78286,right
78287,on
78288,go
78289,go
78290,on
78291,no
78292,off
78293,down
78294,up
78295,go
78296,on
78297,down
78298,down
78299,stop
78300,right
78301,on
78302,down
78303,off
78304,yes
78305,no
78306,stop
78307,stop
78308,down
78309,stop
78310,left
78311,no
78312,on
78313,go
78314,on
78315,no
78316,stop
78317,go
78318,on
78319,right
78320,left
78321,yes
78322,up
78323,go
78324,right
78325,yes
78326,go
78327,go
78328,left
78329,on
78330,down
78331,down
78332,up
78333,down
78334,down
78335,left
78336,no
78337,left
78338,left
78339,yes
78340,left
78341,up
78342,up
78343,stop
78344,down
78345,left
78346,left
78347,off
78348,left
78349,go
78350,yes
78351,left
78352,right
78353,stop
78354,yes
78355,up
78356,on
78357,yes
78358,down
78359,right
78360,yes
78361,up
78362,stop
78363,left
78364,right
78365,stop
78366,right
78367,on
78368,right
78369,on
78370,right
78371,off
78372,stop
78373,no
78374,right
78375,off
78376,stop
78377,go
78378,left
78379,down
78380,right
78381,yes
78382,up
78383,on
78384,no
78385,on
78386,right
78387,stop
78388,up
78389,off
78390,no
78391,no
78392,down
78393,no
78394,up
78395,on
78396,on
78397,up
78398,go
78399,no
78400,off
78401,go
78402,right
78403,up
78404,right
78405,up
78406,left
78407,go
78408,left
78409,no
78410,up
78411,stop
78412,no
78413,stop
78414,on
78415,up
78416,yes
78417,up
78418,right
78419,go
78420,up
78421,on
78422,yes
78423,go
78424,yes
78425,right
78426,on
78427,right
78428,go
78429,down
78430,stop
78431,up
78432,up
78433,yes
78434,yes
78435,yes
78436,yes
78437,no
78438,down
78439,yes
78440,on
